x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.0,0.0,0.0,0.14290325,-0.040669773,-0.024233075,0.21548462,-0.17968658,-0.03170404,0.11063025,-0.30863452,-0.03549987,-0.016838478,-0.38632295,-0.040331505,0.2847485,-0.4210666,-0.021918384,0.38369262,-0.60916734,-0.032617535,0.42826268,-0.7271053,-0.040679004,0.46163765,-0.83668953,-0.04770158,0.14761358,-0.47634572,-0.023304394,0.16549076,-0.72803044,-0.03257765,0.15730149,-0.86716545,-0.04370978,0.15763418,-0.98749757,-0.051049817,0.018718056,-0.4491447,-0.026708478,-0.036299452,-0.66286594,-0.048003294,-0.072701655,-0.78522223,-0.06524008,-0.09016214,-0.9096115,-0.07573057,-0.09890439,-0.3599242,-0.030845294,-0.118565395,-0.44102022,-0.054193195,-0.091876715,-0.3544888,-0.0584982,-0.059421077,-0.2712227,-0.059063204,three
0.0,0.0,0.0,-0.45319358,-0.16810803,-0.01868177,-0.76753885,-0.5853152,-0.03152146,-0.6616176,-0.9540392,-0.043174885,-0.413944,-1.2077017,-0.053806048,-0.5526419,-1.7483943,-0.02299058,-0.66553223,-2.6566968,-0.039444808,-0.6919115,-3.2065268,-0.049500875,-0.6799094,-3.6462939,-0.0568494,-0.08412031,-1.6295335,-0.02366139,0.045787383,-1.9923156,-0.048560463,-0.08876776,-1.4207389,-0.053563535,-0.21947949,-0.9756171,-0.051190093,0.31797695,-1.3682741,-0.026165167,0.39163196,-1.6063904,-0.048409827,0.15697697,-1.0786523,-0.04157143,-0.0025575242,-0.72403455,-0.031285904,0.6488727,-1.0260705,-0.030311614,0.6524253,-1.2135652,-0.044897623,0.42952722,-0.83978176,-0.038456902,0.28399354,-0.58763754,-0.029793292,one
0.0,0.0,0.0,-0.14755782,-0.13563406,-0.012603161,-0.19203463,-0.3305717,-0.01898631,-0.16072592,-0.49246714,-0.024609804,-0.1693709,-0.6269122,-0.030009294,-0.023247674,-0.5027609,-0.011413083,0.030833034,-0.7150271,-0.023795033,0.075109616,-0.8402488,-0.03376956,0.11915175,-0.94318575,-0.04034162,0.086515516,-0.4866412,-0.0138591435,0.1461901,-0.71616834,-0.023456397,0.18666963,-0.8599128,-0.031891283,0.22143865,-0.9751743,-0.037821464,0.17788453,-0.43558848,-0.018257657,0.2364402,-0.6531899,-0.026940322,0.26647195,-0.78698415,-0.03253432,0.28974828,-0.89763457,-0.036463764,0.26004612,-0.3540216,-0.024118884,0.3093589,-0.5197925,-0.03212113,0.32692233,-0.6305373,-0.03516686,0.33339792,-0.7263128,-0.036826547,stop
0.0,0.0,0.0,-0.17570692,-0.080415495,-0.008124228,-0.3041962,-0.2300533,-0.012406027,-0.38962358,-0.36456695,-0.016330088,-0.46945408,-0.47037306,-0.02019825,-0.18861085,-0.4705037,-0.0072371876,-0.26097676,-0.6720878,-0.014950362,-0.29818547,-0.803313,-0.02103361,-0.31776097,-0.91371316,-0.025328679,-0.06311873,-0.49824548,-0.0092856325,-0.09001119,-0.7289352,-0.015485297,-0.09759339,-0.87747663,-0.021222595,-0.097367436,-0.9952485,-0.025248202,0.06035681,-0.47358534,-0.012634342,0.09689138,-0.68146896,-0.020538032,0.119898945,-0.8173359,-0.02640374,0.13685119,-0.92905957,-0.030188141,0.17742698,-0.40583453,-0.016531894,0.27698928,-0.5424653,-0.024278332,0.3378141,-0.6366511,-0.027780823,0.38412946,-0.7211357,-0.029757114,palm
0.0,0.0,0.0,0.2022283,-0.08314601,-0.013473743,0.36188796,-0.21995373,-0.020529006,0.4873544,-0.33396208,-0.027162617,0.6215544,-0.36633497,-0.03407368,0.17387134,-0.49905828,-0.011862285,0.22092898,-0.69235057,-0.020824946,0.24191207,-0.8110933,-0.02837924,0.25084937,-0.91567546,-0.03412792,0.024453923,-0.5201657,-0.012676987,0.008189565,-0.7524389,-0.020633593,-0.005515437,-0.8851576,-0.027476838,-0.023564517,-0.9997223,-0.032420155,-0.10813227,-0.48633933,-0.015125349,-0.1644605,-0.69133025,-0.023652742,-0.19395801,-0.81036943,-0.029950036,-0.21451995,-0.9206821,-0.034006353,-0.22419813,-0.40824515,-0.01892141,-0.32220098,-0.54838455,-0.026694998,-0.38270992,-0.6329303,-0.030102024,-0.42942807,-0.72317153,-0.032035235,palm
0.0,0.0,0.0,0.38131526,-0.30252138,-0.016366875,0.58642864,-0.76042783,-0.02408914,0.44011277,-1.170438,-0.03196846,0.10709303,-1.3859909,-0.039134018,0.52647465,-1.3950262,-0.011960251,0.65426093,-2.0468442,-0.02397294,0.7226769,-2.4260993,-0.029616095,0.75980276,-2.7765625,-0.032160882,0.20013128,-1.4124752,-0.01200358,0.23099044,-1.6946963,-0.03573547,0.24980503,-1.2603843,-0.04351087,0.27857354,-0.9604149,-0.042274017,-0.12057617,-1.3588637,-0.013738984,-0.09820021,-1.6165619,-0.038706183,0.017263414,-1.194448,-0.039347112,0.09501513,-0.90065277,-0.031583376,-0.41914666,-1.2710024,-0.01645733,-0.54847544,-1.7602828,-0.02953587,-0.638069,-2.0570712,-0.029357566,-0.69006515,-2.3640926,-0.02546139,rock
0.0,0.0,0.0,-0.34221515,-0.09273234,-0.0022017783,-0.573037,-0.26892167,-0.0067164693,-0.7634528,-0.39237213,-0.0127697475,-0.9255994,-0.5100654,-0.018771399,-0.29686,-0.79885846,-0.003842571,-0.31887373,-1.1407826,-0.011740861,-0.3548674,-1.3507683,-0.015451101,-0.36596635,-1.5140579,-0.017450308,-0.2157487,-0.7922273,-0.008031703,-0.650111,-0.9837183,-0.020296888,-0.79554105,-0.77979314,-0.021724086,-0.7890703,-0.6143029,-0.0190007,-0.17906742,-0.7158648,-0.012872566,-0.6213104,-0.71329194,-0.025416408,-0.6770024,-0.48536497,-0.023028191,-0.61467564,-0.34960714,-0.01724018,-0.17619579,-0.60134226,-0.017972559,-0.5243503,-0.5831343,-0.02669894,-0.60504663,-0.41406947,-0.024965279,-0.58987516,-0.290931,-0.020537987,mute
0.0,0.0,0.0,-0.18493041,-0.10792347,-0.0066814097,-0.26497415,-0.26514244,-0.012974406,-0.25462234,-0.4214036,-0.018547203,-0.25484854,-0.5413935,-0.024173625,-0.13649008,-0.45572263,-0.017477596,-0.14776337,-0.6995903,-0.029764773,-0.14823669,-0.84073967,-0.037316628,-0.14561948,-0.9534216,-0.04166377,-0.019725708,-0.4540115,-0.021470854,-0.04318236,-0.70933527,-0.031827297,-0.052814327,-0.8688553,-0.038200248,-0.054587774,-0.998509,-0.042066474,0.09079049,-0.4233896,-0.025780847,0.06587137,-0.66324675,-0.03508993,0.058083992,-0.811032,-0.03917215,0.056058124,-0.92804503,-0.041128665,0.19603336,-0.3714774,-0.030510101,0.17568451,-0.56081325,-0.03819255,0.16355708,-0.67535114,-0.039352246,0.15738823,-0.7736129,-0.038791288,stop_inverted
0.0,0.0,0.0,-0.14518124,-0.10767756,-0.0005759528,-0.19527437,-0.27548653,-0.0032864257,-0.1928347,-0.4213669,-0.006717369,-0.21383005,-0.53305113,-0.010053069,-0.12850332,-0.43727142,-0.009590063,-0.12803943,-0.6789094,-0.020823292,-0.12836394,-0.81989735,-0.026946172,-0.13124548,-0.9256216,-0.029933546,-0.02832527,-0.44533738,-0.016179936,-0.043922257,-0.7064515,-0.025940714,-0.05216839,-0.8687857,-0.031512547,-0.06268246,-0.99803346,-0.034351695,0.076113455,-0.42899692,-0.022770425,0.050020725,-0.6748384,-0.030928353,0.036440633,-0.81819695,-0.03405893,0.02105974,-0.931079,-0.035136312,0.18407564,-0.38993204,-0.029476978,0.16350035,-0.57303876,-0.036466822,0.14140469,-0.6864352,-0.037643835,0.120570205,-0.77982134,-0.036881696,stop_inverted
0.0,0.0,0.0,-0.14932288,0.029570388,-0.013018632,-0.32514524,-0.026055897,-0.02362041,-0.4559058,-0.05345521,-0.033874806,-0.560871,-0.08918259,-0.043912683,-0.31725904,-0.35793036,-0.016627604,-0.47296497,-0.38379753,-0.038094953,-0.5513549,-0.28240234,-0.057656854,-0.5831352,-0.18655455,-0.068592496,-0.22900414,-0.44959933,-0.021374393,-0.34587786,-0.62704057,-0.035790943,-0.4396239,-0.7483256,-0.0491338,-0.51838696,-0.8551462,-0.057667024,-0.107549734,-0.47074556,-0.028245708,-0.17091954,-0.6950595,-0.045735184,-0.21577705,-0.85028964,-0.05797464,-0.25949863,-0.98588973,-0.06435258,0.02388312,-0.42979988,-0.035356287,0.06079324,-0.6168405,-0.051249497,0.0753755,-0.7488391,-0.055093348,0.08271277,-0.86742383,-0.055228963,ok
0.0,0.0,0.0,0.36072463,-0.26052436,-0.009258101,0.494834,-0.80746794,-0.01333187,0.25353336,-1.1452215,-0.017937018,-0.14097947,-1.1674671,-0.023018343,0.17404899,-1.3527623,-0.009856376,0.19720101,-2.0056117,-0.01978911,0.23952045,-2.428698,-0.026616579,0.218837,-2.7868009,-0.03250055,-0.16328365,-1.2284847,-0.013693588,-0.27903306,-1.6060135,-0.032289453,-0.0820907,-1.2531927,-0.039095167,0.011533315,-0.9999335,-0.03955271,-0.4335963,-1.0053016,-0.01795593,-0.48661405,-1.2094688,-0.037567616,-0.22395077,-0.87226754,-0.03635923,-0.12823743,-0.68333423,-0.030700237,-0.6587659,-0.7131519,-0.02272143,-0.6027109,-0.8740367,-0.036725808,-0.3731652,-0.6397855,-0.033316653,-0.28752849,-0.4793035,-0.027653975,one
0.0,0.0,0.0,-0.40600267,-0.2719305,0.0073678084,-0.53988224,-0.62979245,0.0021613212,-0.6440839,-0.90254253,-0.010929448,-0.6901982,-1.1621876,-0.02412677,-0.00129799,-1.1712147,0.021913067,-0.02829999,-1.5463732,0.007023908,-0.06437984,-1.8195776,-0.00095314754,-0.030884145,-2.0579886,-0.0064147576,0.11544757,-1.1700115,0.0045574834,-0.42219943,-1.389567,-0.018832609,-0.5275013,-1.0779696,-0.01845081,-0.38715082,-0.92201644,-0.010530669,0.14562778,-1.1025386,-0.01565003,-0.40406305,-1.2327309,-0.040896807,-0.48034397,-0.93369806,-0.02772105,-0.3320057,-0.81846327,-0.011028448,0.109554276,-0.99288017,-0.036532223,-0.35275453,-1.06335,-0.05497086,-0.4193116,-0.819468,-0.046958473,-0.2944211,-0.69191146,-0.035304546,mute
0.0,0.0,0.0,0.15458219,-0.07849955,-0.0148930885,0.22119358,-0.26331788,-0.01880213,0.093486324,-0.41514966,-0.020739026,-0.04065565,-0.44723132,-0.022752218,0.26036775,-0.45924556,-0.010212592,0.37282482,-0.62927884,-0.01691499,0.42940873,-0.7450533,-0.02370144,0.46202347,-0.8390204,-0.029723734,0.14066346,-0.50861937,-0.010606883,0.1950116,-0.7283334,-0.015183872,0.22203325,-0.86542463,-0.021815306,0.23426725,-0.97217226,-0.027463071,0.023891132,-0.49819565,-0.012948704,0.013135877,-0.7103377,-0.02139354,0.018450027,-0.84646994,-0.031826563,0.0188081,-0.95009094,-0.03936126,-0.09764019,-0.44508213,-0.016297795,-0.19622774,-0.59913176,-0.027973134,-0.25812042,-0.6944038,-0.035391778,-0.30986467,-0.7803691,-0.040321916,four
0.0,0.0,0.0,0.17380446,-0.16916643,-0.015272418,0.19528472,-0.39835978,-0.017831381,0.095280334,-0.58183944,-0.021314643,-0.02318155,-0.69986194,-0.02440839,0.112488076,-0.44983926,0.003531829,0.1452719,-0.6555438,-0.007228822,0.16394642,-0.7907325,-0.013643148,0.17968003,-0.91289586,-0.01683217,0.0005309101,-0.471469,0.0035128184,0.009536914,-0.7198017,-0.009618564,0.04564953,-0.8709309,-0.016455283,0.06900888,-0.997616,-0.018790966,-0.12525217,-0.44758064,-0.00015591217,-0.07824234,-0.62621593,-0.028408898,0.014614381,-0.49324736,-0.03519346,0.051577345,-0.3668131,-0.03030932,-0.2569352,-0.39543188,-0.0040627858,-0.17621045,-0.54054964,-0.027206177,-0.07867998,-0.45716494,-0.029942526,-0.042779434,-0.35030025,-0.026249038,two_up
0.0,0.0,0.0,0.38857955,-0.30293384,-0.017188413,0.59512067,-0.7504706,-0.024166666,0.25933966,-1.1273837,-0.030659499,-0.09087292,-1.3325915,-0.036373433,0.55230945,-1.4070606,-0.010830574,0.61641544,-1.9729102,-0.022640007,0.63912344,-2.3244338,-0.028886318,0.6460877,-2.6452866,-0.03272938,0.18367325,-1.420051,-0.0098373005,0.09328354,-1.6903311,-0.03163958,0.12182455,-1.2354419,-0.038332976,0.19375674,-0.9810496,-0.03702202,-0.14152354,-1.3466016,-0.0108832745,-0.26211378,-1.5657408,-0.034641996,-0.15393153,-1.1503077,-0.035051286,-0.04212817,-0.9088188,-0.028094668,-0.4659784,-1.2311742,-0.013034599,-0.6260838,-1.6750692,-0.026775666,-0.74601656,-1.92222,-0.027196866,-0.8302453,-2.2233725,-0.024131235,rock
0.0,0.0,0.0,0.17897096,-0.052342642,-0.012901871,0.33626753,-0.11754113,-0.028336324,0.4595798,-0.1426964,-0.045992624,0.55809504,-0.18107904,-0.062365364,0.2647512,-0.41921198,-0.01680274,0.43939394,-0.46983814,-0.051107492,0.5049634,-0.35817376,-0.0780917,0.51160055,-0.25470987,-0.091060326,0.17984103,-0.47948262,-0.026453726,0.2803616,-0.68086374,-0.0485188,0.37188202,-0.79767746,-0.06569741,0.43589035,-0.8999998,-0.07657321,0.075137794,-0.47667575,-0.039884493,0.08666482,-0.6998733,-0.061502688,0.1191557,-0.84164387,-0.076278724,0.15374778,-0.96725345,-0.0838667,-0.034349475,-0.41491863,-0.05417759,-0.06583956,-0.5892343,-0.06840306,-0.06358309,-0.704574,-0.07124931,-0.049727425,-0.80915797,-0.07164047,ok
0.0,0.0,0.0,0.14025408,-0.16126491,0.0032528308,0.1914738,-0.3449357,0.003497325,0.18518622,-0.4894048,0.0028610695,0.18119222,-0.59721243,0.0012343704,0.087387584,-0.4752955,-0.0052903206,0.03766221,-0.7126379,-0.010851875,0.008951672,-0.84394217,-0.013959998,-0.020517785,-0.9402387,-0.015453443,-0.021336233,-0.46046734,-0.010513054,-0.06456474,-0.72057354,-0.015658757,-0.09797108,-0.87619424,-0.01864307,-0.12767011,-0.99181664,-0.020480987,-0.12939028,-0.41873452,-0.015136914,-0.15901244,-0.66823775,-0.019356199,-0.17681567,-0.8151668,-0.021568224,-0.19120899,-0.92720866,-0.023088394,-0.23830177,-0.35334975,-0.019137902,-0.25209498,-0.5483797,-0.023456924,-0.2569739,-0.664397,-0.02413525,-0.2633664,-0.7585054,-0.023967287,stop_inverted
0.0,0.0,0.0,0.19665623,-0.0578288,-0.017322676,0.29315412,-0.20813243,-0.0261331,0.29880783,-0.37418538,-0.031572662,0.3294891,-0.5130366,-0.037131276,0.15444289,-0.43396452,-0.026928619,0.14128286,-0.68269587,-0.03799962,0.11867232,-0.828158,-0.044196423,0.09025244,-0.9413349,-0.04777857,0.024416745,-0.43831816,-0.023690045,0.014525623,-0.702782,-0.033833306,-0.00088760164,-0.8717778,-0.040464263,-0.014112517,-0.9999004,-0.044591147,-0.08965454,-0.4106668,-0.021061646,-0.09317497,-0.6615741,-0.030563314,-0.095327556,-0.8151563,-0.03784845,-0.09138909,-0.93905544,-0.0422731,-0.18910822,-0.35970637,-0.019173693,-0.1916271,-0.5526241,-0.0296409,-0.1871429,-0.66629195,-0.035364144,-0.17150444,-0.7638191,-0.0379505,stop_inverted
0.0,0.0,0.0,-0.11456225,-0.14713617,-0.0012142352,-0.12587866,-0.3352314,-0.0059895613,-0.030723538,-0.4631772,-0.01163311,0.06946009,-0.5101542,-0.016913068,-0.21921337,-0.41744643,-0.010561417,-0.29887646,-0.64914525,-0.018968012,-0.3511224,-0.8091394,-0.023652079,-0.3912982,-0.9377245,-0.026505467,-0.10853555,-0.42658713,-0.01564439,-0.08604159,-0.6901352,-0.023573842,-0.05724099,-0.86229885,-0.027056728,-0.03349202,-0.999439,-0.028885646,0.017315745,-0.39893207,-0.02044695,0.1120706,-0.57861406,-0.02836429,0.122422606,-0.50416124,-0.02646367,0.104670584,-0.42550555,-0.0230792,0.15212442,-0.3531822,-0.025487438,0.21902911,-0.47923884,-0.029554337,0.21178158,-0.41421777,-0.025685385,0.18699692,-0.348193,-0.021664133,peace_inverted
0.0,0.0,0.0,0.18231419,-0.12644923,-0.0054190303,0.22415575,-0.30425188,-0.007612029,0.17501852,-0.45863885,-0.008470813,0.17449225,-0.577896,-0.009468206,0.026907532,-0.48915192,-0.009355488,-0.03151337,-0.7029584,-0.013948048,-0.072288096,-0.82594067,-0.017083922,-0.10835595,-0.92380947,-0.01932398,-0.10635699,-0.4722564,-0.010093068,-0.15701534,-0.712064,-0.014925384,-0.19008307,-0.8590738,-0.018926458,-0.21353453,-0.97693557,-0.021549597,-0.22112407,-0.42549998,-0.010748222,-0.2709987,-0.65413356,-0.015571457,-0.2882552,-0.7975381,-0.020123305,-0.2945028,-0.9157979,-0.0232805,-0.32216752,-0.34740573,-0.011277644,-0.3690738,-0.51638824,-0.01607159,-0.3831671,-0.6210246,-0.017961264,-0.38224593,-0.7147273,-0.018583082,stop_inverted
